,tweets,labels
2085,اليوم السبت على الساعة التاسعة صباحا انطلاق التكوين في فن الخطابة مرحبا بالجميع,Tunisia
2086,هلق عم تشتي,Iraq
2087,مصر دولة تحمي الفساد المستقبلي علشان العلوق بتوع الحقوق العمالية و الكلام الفارغ ده قانون عدم الطعن علي العقود,Egypt
2088,قيمك تقود حياتك تمرين جميل لتكتشف بها قيمك اكتب مجموعة من القيم والأشياء المهمة لحياتك مثل الحب الدفء العائلي السلام الطمأنينة الراحة المال الصحة بعد كتابتها اسأل نفسك عن أكثر شيء مهم بالنسبة لك تصفيفك لقيمك يعينك على تحديد أفكارك,Iraq
2089,وش تعرف أنت أول كنت العب في وفاق سطيف,Bahrain
2090,ما أجمل أن تحيا الناس الحلم و تسعى لتحقيقه فالحلم فكرة لا يمكن قتلها نحيا لنفكر ونحلم في تطبيق الفكرة وروعة قيمة الحياة في تحقيقها,Qatar
2091,نقرا وننسى في نفس زات الوقت,Libya
2092,السعاده احيانا بتكون هيه مش أحيانا ده أكيد السعاده بتكون بالرضى والتسامح والرحمة والتوكل على الله وإنه الإنسان يتقى ربنا فى كل اللى حواليه ويحبهم ويحبوه,Egypt
2093,والله مو عداله هاي الشباب تموت وذوله السفلة يعيشون على دمنا,Iraq
2094,راسه خفيف سااي ده شغل من آبي احمد الحفتي النضيف مابقدروا عليه بس,Sudan
2095,ممكن سؤال في تخصصكم إيش الطرق اللي تستخدمونها عشان ترسخون المسميات للمواد والأدوية في الذاكرة الدائمة وتفرقون بينهم,United_Arab_Emirates
2096,أنا نفسي اكل توت من السنه اللي فاتت و نفسي مش مطاوعاني اجيب من الناس اللي يتبقى قاعده في الشارع عايزه اكل توت من على الشجره زى زمان,Egypt
2097,اللهم امين ربي يرزقك في القريب العاجل,Libya
2098,تو نكلم كلاماتو,Tunisia
2099,ماشي هسكت مراعاة لمشاعرها بس,Egypt
2100,ولا يهمك بداخلنا حقد دفين لكل من قاتل المسلمين وعاداهم,Syria
2101,حتى انا استغربت,Jordan
2102,از شارژ کم میشه,Iraq
2103,اذان الظهر اليوم في ساحة التحرير,Iraq
2104,شعريه بسكر آهاا بس محروقه يلا مش مهم,Egypt
2105,يارب الفيديو يعجبكم,Egypt
2106,للأسف إن محصلة ما تقوم به وزارة التربيه والتعليم بميزانيتها التي فاقت المليار دينار والمشكلة لحوالي ٪ من موازنة الدوله محصله بها الكثير من العيوب سواء على صعيد التربيه او على صعيد التعليم هناك عيوب في المناهج وفي تأهيل وكفاءة المعلم وفي الابنيه المدرسيه وفي الإدارة بشكل عام,Jordan
2107,اياد اذا على الاعدامات القائمة طويلة,Iraq
2108,صعوبات الحياه المتكرره ماتبيك تحزن تبيك تتغير,Saudi_Arabia
2109,الله يحفظها ه,Iraq
2110,ويقول ليك هذا من فضل ربي اتقول ربو دا قال ليهو اسرق,Libya
2111,احذر فإن المعصية باب مغلق إن تجرأت على فتحه مرة فسيسهل عليك فتحه مرات,Syria
2112,مؤسف السعاده لقلبك,Iraq
2113,اه والله اشهد بالله,Palestine
2114,والله ياعنبه انت غلاوتكك عندى كبيره اووى اووى وانا بحبكك جداا والله ياخى ربنا يوفقكك ف حياتكك يا اجدع دكترهه ف الدنيا والله واشوفكك مبسوط ف حياتك وتكون اسعد خلق الله عشان حقيقى انت طيب وتستاهل كل خير,Egypt
2115,الحنيه أهم من الحب الحنيه هي اللي بتجيب الحب,Egypt
2116,اقتنع انت بزاف يا اخي,Algeria
2117,وهل عدم إنتظار شيء عذابا من الأساس,United_Arab_Emirates
2118,ولقد يسرنا القرآن للذكر فهل من مدكر القمر,Qatar
2119,لا سيد معوض من الفيوم باين بس مفرقتش اهو كلهم من اساطير الكورة المصرية,Egypt
2120,انا اعطيك من اي لفل تبي,Saudi_Arabia
2121,راح اختار كوزمن,United_Arab_Emirates
2122,مانا اول مره اعرف اصلا ان ينفع دول غير امريكية تشارك في الكوبا افتكرتكو بتسفو علي بعض,Egypt
2123,ميرسي كتير مش هتعرف تعلي عليا,Egypt
2124,لحن حزين نعاس القمر بعد رحيلي سافرت كل أجزائي ولم يبقى سوى هيكل بداخله طفلة تراقب نعاس قمر يعكس بكاء ليل,Oman
2125,مطالبكم دي حلة ملاح يعني يستنوها في وضعية الاعتصام كم مثلا الناس ما فاضية لافكاركم الحزبية المتسلطة كفاية لحد هنا,Yemen
2126,اكتر علاقة بحبها فزالدنيا والله,Egypt
2127,بص اول ماتش مع منتخب تقيل هنطلع بجد دور المجموعات لو مصعدناش يبقي بجد نبطلها,Egypt
2128,اطلق اشاعة حتى و لو تم اكتشاف كذبها بعد حين المهم انها تكون قد حققت الغاية من اطلاقها و هو انتشارها,Tunisia
2129,زمان عنك صمادي,Jordan
2130,اللهم صلي على محمد وعلى ال محمد,Iraq
2131,عشان التعب الي تعبتوها بالسنوات الي طافت,Oman
2132,ونعمة بالله حقا وصدقا,Egypt
2133,من عوضك اليا فقدتك و ان وجد كيف استعيض و انت النهار و شمسه و شجرة غلاي و فيها,Morocco
2134,وزيرپيشنهادي صنعت جناب دكتر شريعتمداري انتخاب شايسته اي است اما به تنهايي نميتوانند كاري جلو ببرند مگر با كمك وزارت اقتصاد و كار,Oman
2135,ايفنت محيفرة لاحول ولاقوه الا بالله,Yemen
2136,عندو مدة وهو يتبلوكا ونعود نرجو ثم ثم مي هذي المرة كان صعب مفهمتش علاه جيتوا على العين العورة مول تويتر ولله كون راح كون غاضني,Algeria
2137,عارسي يا محترم ه,Iraq
2138,جو تيوب يا فاشل يا فاشل,Jordan
2139,صلاح فخر الإعلام,Morocco
2140,هو دا هو دا هو داا الحب الحئيئي,Libya
2141,يا سيدي هل من مجيب اترحم على هذه الأمة الله المستعان,Algeria
2142,الصحه تاج على رواس الاصحاء الحمدالله على نعمة العافيه,Oman
2143,گورنمنٹ کچرا مال نہیں لیتی,Saudi_Arabia
2144,إذا جاء أحدكم يوم الجمعة وقد خرج الإمام فليصل ركعتين صحيح مسلم,Oman
2145,الله حيو المرعب قاهر قلوب طلاب,Jordan
2146,اللهم صل وسلم على نبينا,Saudi_Arabia
2147,الله يدومه على كل الأحباب,Algeria
2148,هو مين ده,Egypt
2149,انا مب مريضه لهالدرجة هي الكحه,Qatar
2150,احلي مسا عليك والله,Morocco
2151,لوكاس أمنيتي هي حضور الجماهير في مباراة الغد لأننا نحمل راية الإمارات في المحفل الآسيوي,United_Arab_Emirates
2152,لطالما نادينا بهذا الشيء لكن شخصية الصحفيين في العراق غالبيتهم تجعلهم يتعاملون مع الحدث بانتقائية,Iraq
2153,قلب يحبك لأن اكيد اللي يحبك بيحترمك,Oman
2154,ياالله مافيك من الكذوب مابعد جيت بعلم صدق,Saudi_Arabia
2155,ما أزنخ الماسنجر صاير,Jordan
2156,يارب إني أستودعتك قلبا لا أقوى العيش دونه اللهم احفظ لي أمي أينما وطئت أقدامها,Iraq
2157,من أخبث واحقر شعوب العالم على مر العصور هوه شعب الفارسي لقومية الفارسية بالغة القوة المقرونة بثلاثي الشعور بالاضطهاد والخبث الدهاء والتقية هي إذن المكون الرئيسي للمسألة الثقافية الإيرانية المحددة بدورها لسياسات الإيرانيين الداخلية والخارجية وهو ثلاثي يلقي جملة أضواء,Iraq
2158,الله يرحم اسيادنا الشهيدات وجدتنا اللهم اسكنهم الجنه يا ارحم الراحمين لي انهم اداو الواجب كاملا,Algeria
2159,إن شاء الله كيما قلت غادي يعروا أنفسهم و الطماع دايما يفضحه ربي,Algeria
2160,الايفازي نسبة الى الفيزازي,Morocco
2161,انا كل ويكند في نايت كلوب,Tunisia
2162,ام انه ديسمبر ميصحش كده,Egypt
2163,سوف أنقل الإقتصاد العالمي إلى الصومال العظما والقوانين التي نضعها هي ماتسري على الكل هذا الزمان بأسرة لله ونحن عبيده المخلصين,Somalia
2164,فايدة المعصب يسكر الباب وراه,Kuwait
2165,علي عللظالم من الرجال ثلاث علامات يظلم من فوقه بالمعصية ومن دونه بالغلبة ويظاهر القوم الظلمة,Iraq
